  0.275117874     ,   4.90785789    
 -0.627282143     ,   4.27368021    
  0.747221947     ,   5.56615925    
 -0.559967041     ,   5.63931370    
  0.950121403     ,   5.69614410    
   9.84458923E-02 ,   5.58110714    
  0.668317795     ,   5.41855192    
  0.604227543     ,   4.25501776    
 -0.913090229     ,   4.69868803    
 -0.142756939     ,   5.68436861    
  0.186941624     ,   4.93285608    
 -0.486179352     ,   5.78550053    
  -8.66594315E-02 ,   4.52217388    
 -0.818106651     ,   5.08875990    
 -0.208343983     ,   5.36425400    
   2.18353271E-02 ,   5.98760319    
  0.653707027     ,   5.86034632    
 -0.152105331     ,   4.56715679    
 -0.789787292     ,   5.04945326    
 -0.833190918     ,   5.56717682    
  0.546660423     ,   4.72742796    
  0.884005070     ,   4.47769833    
 -0.322570324     ,   5.56388903    
 -0.714988232     ,   4.19301176    
  0.950620174     ,   4.07679272    
 -0.344179153     ,   4.38343048    
 -0.680115700     ,   4.29725218    
  0.918049812     ,   4.66504192    
  0.360756397     ,   4.23457909    
 -0.426539898     ,   4.14599037    
  0.665312290     ,   4.90671062    
   9.03596878E-02 ,   5.68046236    
  0.533768177     ,   4.04793024    
  0.569048405     ,   5.00273275    
  -6.98800087E-02 ,   4.53039503    
 -0.648769379     ,   5.13426065    
  0.521864414     ,   5.98237467    
  0.775366783     ,   4.59540749    
   2.12593079E-02 ,   4.31275511    
 -0.518466473     ,   5.13952351    
  0.975912571     ,   5.16700935    
  0.929502487     ,   5.15351343    
  0.107922554     ,   4.86043119    
  0.274398804     ,   4.82826376    
 -0.363316059     ,   4.75034904    
  0.118405342     ,   5.03910971    
 -0.678186893     ,   4.72050667    
  0.560600758     ,   5.01714849    
  0.217591763     ,   4.06660938    
  0.507682323     ,   5.61702538    
  0.349378109     ,   5.00133133    
  0.382906914     ,   4.52413321    
  0.107131481     ,   5.56504202    
  0.669127941     ,   5.04055119    
 -0.455526829     ,   4.96403646    
 -0.433573723     ,   5.92735243    
   1.39856339E-02 ,   4.06204987    
 -0.122866154     ,   5.98892117    
  0.801220894     ,   5.12242556    
 -0.386249065     ,   5.31218147    
  0.839141369     ,   4.45455742    
  0.750360966     ,   4.31712437    
  0.915088654     ,   4.89654922    
 -0.693993568     ,   5.05352545    
 -0.390151501     ,   5.72744179    
  0.120635509     ,   4.52272272    
  0.404345989     ,   4.85062742    
 -0.497565269     ,   4.42401028    
 -0.655408382     ,   5.55150700    
 -0.817348957     ,   5.82313919    
  0.505197048     ,   5.85126162    
 -0.844710827     ,   5.95280361    
 -0.226707935     ,   4.71992445    
  0.775087357     ,   5.90065050    
 -0.762487411     ,   5.88176203    
 -0.221202374     ,   5.25342035    
 -0.757434845     ,   4.79534864    
  0.424983025     ,   5.69432306    
 -0.511407852     ,   5.77021980    
 -0.908215046     ,   4.63188362    
 -0.927825451     ,   5.04010439    
   4.16302681E-02 ,   4.68497944    
 -0.542960167     ,   5.47458220    
  0.308633804     ,   4.21056604    
  -8.73565674E-03 ,   4.18171883    
 -0.849791527     ,   4.56141710    
  0.745140076     ,   4.57410192    
  -6.14933968E-02 ,   5.48593473    
 -0.887614250     ,   4.87038136    
